date,count,package
2019-05-20,1965,leaflet
2019-05-21,2109,leaflet
2019-05-22,1997,leaflet
2019-05-23,1899,leaflet
2019-05-24,1593,leaflet
2019-05-25,889,leaflet
2019-05-26,831,leaflet
2019-05-27,1669,leaflet
2019-05-28,2010,leaflet
2019-05-29,1818,leaflet
2019-05-30,1641,leaflet
2019-05-31,1572,leaflet
2019-06-01,935,leaflet
2019-06-02,832,leaflet
2019-06-03,1789,leaflet
2019-06-04,1953,leaflet
2019-06-05,1880,leaflet
2019-06-06,1669,leaflet
2019-06-07,1521,leaflet
2019-06-08,878,leaflet
2019-06-09,799,leaflet
2019-06-10,1705,leaflet
2019-06-11,1885,leaflet
2019-06-12,1714,leaflet
2019-06-13,1636,leaflet
2019-06-14,1640,leaflet
2019-06-15,813,leaflet
2019-06-16,725,leaflet
2019-06-17,1660,leaflet
2019-06-18,1574,leaflet
2019-06-19,1690,leaflet
2019-06-20,1497,leaflet
2019-06-21,1461,leaflet
2019-06-22,884,leaflet
2019-06-23,776,leaflet
2019-06-24,1703,leaflet
2019-06-25,1893,leaflet
2019-06-26,1546,leaflet
2019-06-27,1589,leaflet
2019-06-28,1489,leaflet
2019-06-29,677,leaflet
2019-06-30,701,leaflet
2019-07-01,1432,leaflet
2019-07-02,1697,leaflet
2019-07-03,1631,leaflet
2019-07-04,1260,leaflet
2019-07-05,1245,leaflet
2019-07-06,865,leaflet
2019-07-07,739,leaflet
2019-07-08,1596,leaflet
2019-07-09,1811,leaflet
2019-07-10,1522,leaflet
2019-07-11,1638,leaflet
2019-07-12,1275,leaflet
2019-07-13,674,leaflet
2019-07-14,648,leaflet
2019-07-15,1571,leaflet
2019-07-16,1810,leaflet
2019-07-17,1620,leaflet
2019-07-18,1604,leaflet
2019-07-19,1384,leaflet
2019-07-20,765,leaflet
2019-07-21,758,leaflet
2019-07-22,1647,leaflet
2019-07-23,1705,leaflet
2019-07-24,1603,leaflet
2019-07-25,1621,leaflet
2019-07-26,1502,leaflet
2019-07-27,815,leaflet
2019-07-28,798,leaflet
2019-07-29,1725,leaflet
2019-07-30,1683,leaflet
2019-07-31,1659,leaflet
2019-08-01,1524,leaflet
2019-08-02,1336,leaflet
2019-08-03,736,leaflet
2019-08-04,757,leaflet
2019-08-05,1647,leaflet
2019-08-06,1797,leaflet
2019-08-07,1629,leaflet
2019-08-08,1560,leaflet
2019-08-09,1406,leaflet
2019-08-10,757,leaflet
2019-08-11,671,leaflet
2019-08-12,1427,leaflet
2019-08-13,1608,leaflet
2019-08-14,1436,leaflet
2019-08-15,1327,leaflet
2019-08-16,1337,leaflet
2019-08-17,881,leaflet
2019-08-18,784,leaflet
2019-08-19,1905,leaflet
2019-08-20,1823,leaflet
2019-08-21,1787,leaflet
2019-08-22,1705,leaflet
2019-08-23,1539,leaflet
2019-08-24,794,leaflet
2019-08-25,960,leaflet
2019-08-26,1807,leaflet
2019-08-27,1993,leaflet
2019-08-28,2027,leaflet
2019-08-29,2063,leaflet
2019-08-30,1640,leaflet
2019-08-31,1000,leaflet
2019-09-01,851,leaflet
2019-09-02,1561,leaflet
2019-09-03,2242,leaflet
2019-09-04,2411,leaflet
2019-09-05,2270,leaflet
2019-09-06,2080,leaflet
2019-09-07,1325,leaflet
2019-09-08,1162,leaflet
2019-09-09,2576,leaflet
2019-09-10,2653,leaflet
2019-09-11,2809,leaflet
2019-09-12,2748,leaflet
2019-09-13,2166,leaflet
2019-09-14,1295,leaflet
2019-09-15,1147,leaflet
2019-09-16,2336,leaflet
2019-09-17,2678,leaflet
2019-09-18,2586,leaflet
2019-09-19,2605,leaflet
2019-09-20,2278,leaflet
2019-09-21,1211,leaflet
2019-09-22,1212,leaflet
2019-09-23,2503,leaflet
2019-09-24,2242,leaflet
2019-09-25,2371,leaflet
2019-09-26,2284,leaflet
2019-09-27,2271,leaflet
2019-09-28,1069,leaflet
2019-09-29,1014,leaflet
2019-09-30,2331,leaflet
2019-10-01,2430,leaflet
2019-10-02,2311,leaflet
2019-10-03,2158,leaflet
2019-10-04,2053,leaflet
2019-10-05,1066,leaflet
2019-10-06,1128,leaflet
2019-10-07,2452,leaflet
2019-10-08,2677,leaflet
2019-10-09,2727,leaflet
2019-10-10,2700,leaflet
2019-10-11,2308,leaflet
2019-10-12,1254,leaflet
2019-10-13,1103,leaflet
2019-10-14,2087,leaflet
2019-10-15,2378,leaflet
2019-10-16,2460,leaflet
2019-10-17,2425,leaflet
2019-10-18,2144,leaflet
2019-10-19,918,leaflet
2019-10-20,942,leaflet
2019-10-21,2478,leaflet
2019-10-22,2833,leaflet
2019-10-23,2516,leaflet
2019-10-24,2507,leaflet
2019-10-25,2030,leaflet
2019-10-26,1038,leaflet
2019-10-27,987,leaflet
2019-10-28,2830,leaflet
2019-10-29,3680,leaflet
2019-10-30,3722,leaflet
2019-10-31,3739,leaflet
2019-11-01,3026,leaflet
2019-11-02,2371,leaflet
2019-11-03,2474,leaflet
2019-11-04,3673,leaflet
2019-11-05,3121,leaflet
2019-11-06,2156,leaflet
2019-11-07,2040,leaflet
2019-11-08,2190,leaflet
2019-11-09,1126,leaflet
2019-11-10,1086,leaflet
2019-11-11,2182,leaflet
2019-11-12,2495,leaflet
2019-11-13,2084,leaflet
2019-11-14,2123,leaflet
2019-11-15,1999,leaflet
2019-11-16,1884,leaflet
2019-11-17,1803,leaflet
2019-11-18,3671,leaflet
2019-11-19,3320,leaflet
2019-11-20,3135,leaflet
2019-11-21,2998,leaflet
2019-11-22,2488,leaflet
2019-11-23,1272,leaflet
2019-11-24,1299,leaflet
2019-11-25,2662,leaflet
2019-11-26,2794,leaflet
2019-11-27,2517,leaflet
2019-11-28,2171,leaflet
2019-11-29,1769,leaflet
2019-11-30,1136,leaflet
2019-12-01,1213,leaflet
2019-12-02,2714,leaflet
2019-12-03,3005,leaflet
2019-12-04,2846,leaflet
2019-12-05,2606,leaflet
2019-12-06,2441,leaflet
2019-12-07,1268,leaflet
2019-12-08,1202,leaflet
2019-12-09,2545,leaflet
2019-12-10,2325,leaflet
2019-12-11,2330,leaflet
2019-12-12,2242,leaflet
2019-12-13,1899,leaflet
2019-12-14,1017,leaflet
2019-12-15,1013,leaflet
2019-12-16,2116,leaflet
2019-12-17,2144,leaflet
2019-12-18,2076,leaflet
2019-12-19,1751,leaflet
2019-12-20,1439,leaflet
2019-12-21,896,leaflet
2019-12-22,850,leaflet
2019-12-23,1344,leaflet
2019-12-24,964,leaflet
2019-12-25,707,leaflet
2019-12-26,915,leaflet
2019-12-27,1041,leaflet
2019-12-28,798,leaflet
2019-12-29,825,leaflet
2019-12-30,1179,leaflet
2019-12-31,948,leaflet
2020-01-01,660,leaflet
2020-01-02,1371,leaflet
2020-01-03,1439,leaflet
2020-01-04,946,leaflet
2020-01-05,896,leaflet
2020-01-06,2067,leaflet
2020-01-07,2415,leaflet
2020-01-08,2427,leaflet
2020-01-09,2417,leaflet
2020-01-10,2362,leaflet
2020-01-11,1130,leaflet
2020-01-12,1295,leaflet
2020-01-13,2999,leaflet
2020-01-14,2721,leaflet
2020-01-15,3143,leaflet
2020-01-16,2593,leaflet
2020-01-17,2326,leaflet
2020-01-18,1193,leaflet
2020-01-19,1090,leaflet
2020-01-20,2092,leaflet
2020-01-21,2638,leaflet
2020-01-22,2815,leaflet
2020-01-23,2824,leaflet
2020-01-24,2525,leaflet
2020-01-25,1249,leaflet
2020-01-26,1303,leaflet
2020-01-27,2742,leaflet
2020-01-28,3214,leaflet
2020-01-29,3084,leaflet
2020-01-30,2960,leaflet
2020-01-31,2563,leaflet
2020-02-01,1403,leaflet
2020-02-02,1447,leaflet
2020-02-03,2614,leaflet
2020-02-04,2979,leaflet
2020-02-05,2792,leaflet
2020-02-06,2588,leaflet
2020-02-07,2584,leaflet
2020-02-08,1293,leaflet
2020-02-09,1319,leaflet
2020-02-10,2733,leaflet
2020-02-11,2874,leaflet
2020-02-12,2945,leaflet
2020-02-13,2777,leaflet
2020-02-14,2310,leaflet
2020-02-15,1384,leaflet
2020-02-16,1481,leaflet
2020-02-17,2562,leaflet
2020-02-18,2920,leaflet
2020-02-19,2792,leaflet
2020-02-20,2589,leaflet
2020-02-21,2119,leaflet
2020-02-22,1339,leaflet
2020-02-23,1253,leaflet
2020-02-24,2663,leaflet
2020-02-25,2521,leaflet
2020-02-26,2492,leaflet
2020-02-27,2611,leaflet
2020-02-28,2290,leaflet
2020-02-29,375,leaflet
2020-03-01,1424,leaflet
2020-03-02,2629,leaflet
2020-03-03,2656,leaflet
2020-03-04,2605,leaflet
2020-03-05,2682,leaflet
2020-03-06,2536,leaflet
2020-03-07,1340,leaflet
2020-03-08,1474,leaflet
2020-03-09,2630,leaflet
2020-03-10,2620,leaflet
2020-03-11,2633,leaflet
2020-03-12,2358,leaflet
2020-03-13,2265,leaflet
2020-03-14,1313,leaflet
2020-03-15,1349,leaflet
2020-03-16,2284,leaflet
2020-03-17,2445,leaflet
2020-03-18,2279,leaflet
2020-03-19,2353,leaflet
2020-03-20,2218,leaflet
2020-03-21,1656,leaflet
2020-03-22,1597,leaflet
2020-03-23,2688,leaflet
2020-03-24,2542,leaflet
2020-03-25,2660,leaflet
2020-03-26,3090,leaflet
2020-03-27,2788,leaflet
2020-03-28,1920,leaflet
2020-03-29,1847,leaflet
2020-03-30,3103,leaflet
2020-03-31,2867,leaflet
2020-04-01,2893,leaflet
2020-04-02,2850,leaflet
2020-04-03,2575,leaflet
2020-04-04,1830,leaflet
2020-04-05,1852,leaflet
2020-04-06,3270,leaflet
2020-04-07,3027,leaflet
2020-04-08,3020,leaflet
2020-04-09,2714,leaflet
2020-04-10,2394,leaflet
2020-04-11,1772,leaflet
2020-04-12,1626,leaflet
2020-04-13,2479,leaflet
2020-04-14,2683,leaflet
2020-04-15,2531,leaflet
2020-04-16,2831,leaflet
2020-04-17,2689,leaflet
2020-04-18,1790,leaflet
2020-04-19,1647,leaflet
2020-04-20,2637,leaflet
2020-04-21,2495,leaflet
2020-04-22,2828,leaflet
2020-04-23,2750,leaflet
2020-04-24,2848,leaflet
2020-04-25,2042,leaflet
2020-04-26,2046,leaflet
2020-04-27,3219,leaflet
2020-04-28,3217,leaflet
2020-04-29,3077,leaflet
2020-04-30,2806,leaflet
2020-05-01,2466,leaflet
2020-05-02,1860,leaflet
2020-05-03,1882,leaflet
2020-05-04,2781,leaflet
2020-05-05,2595,leaflet
2020-05-06,2709,leaflet
2020-05-07,2503,leaflet
2020-05-08,2273,leaflet
2020-05-09,1547,leaflet
2020-05-10,1445,leaflet
2020-05-11,2512,leaflet
2020-05-12,2527,leaflet
2020-05-13,2660,leaflet
2020-05-14,2490,leaflet
2020-05-15,2263,leaflet
2020-05-16,1519,leaflet
2020-05-17,1368,leaflet
2020-05-18,2618,leaflet
2020-05-19,2785,leaflet
2020-05-20,2522,leaflet
2020-05-21,2130,leaflet
2020-05-22,2188,leaflet
2020-05-23,1541,leaflet
2020-05-24,1379,leaflet
2020-05-25,2355,leaflet
2020-05-26,2730,leaflet
2020-05-27,2852,leaflet
2020-05-28,2741,leaflet
2020-05-29,2437,leaflet
2020-05-30,1305,leaflet
2020-05-31,1383,leaflet
2020-06-01,2288,leaflet
2020-06-02,2626,leaflet
2020-06-03,2651,leaflet
2020-06-04,2554,leaflet
2020-06-05,2463,leaflet
2020-06-06,1378,leaflet
2020-06-07,1462,leaflet
2020-06-08,2629,leaflet
2020-06-09,2649,leaflet
2020-06-10,2683,leaflet
2020-06-11,2572,leaflet
2020-06-12,2328,leaflet
2020-06-13,1225,leaflet
2020-06-14,1412,leaflet
2020-06-15,2554,leaflet
2020-06-16,2857,leaflet
2020-06-17,2610,leaflet
2020-06-18,2439,leaflet
2020-06-19,2529,leaflet
2020-06-20,1388,leaflet
2020-06-21,1500,leaflet
2020-06-22,2472,leaflet
2020-06-23,2623,leaflet
2020-06-24,2442,leaflet
2020-06-25,2347,leaflet
2020-06-26,2157,leaflet
2020-06-27,1289,leaflet
2020-06-28,1339,leaflet
2020-06-29,2312,leaflet
2020-06-30,2460,leaflet
2020-07-01,2337,leaflet
2020-07-02,2314,leaflet
2020-07-03,1943,leaflet
2020-07-04,1166,leaflet
2020-07-05,1190,leaflet
2020-07-06,2287,leaflet
2020-07-07,2256,leaflet
2020-07-08,2154,leaflet
2020-07-09,2108,leaflet
2020-07-10,2114,leaflet
2020-07-11,1172,leaflet
2020-07-12,1106,leaflet
2020-07-13,2399,leaflet
2020-07-14,2434,leaflet
2020-07-15,2384,leaflet
2020-07-16,2357,leaflet
2020-07-17,2190,leaflet
2020-07-18,1222,leaflet
2020-07-19,1225,leaflet
2020-07-20,2591,leaflet
2020-07-21,2378,leaflet
2020-07-22,2383,leaflet
2020-07-23,2116,leaflet
2020-07-24,2151,leaflet
2020-07-25,1281,leaflet
2020-07-26,1180,leaflet
2020-07-27,2348,leaflet
2020-07-28,2346,leaflet
2020-07-29,2127,leaflet
2020-07-30,2063,leaflet
2020-07-31,1936,leaflet
2020-08-01,1088,leaflet
2020-08-02,1288,leaflet
2020-08-03,2132,leaflet
2020-08-04,2272,leaflet
2020-08-05,2126,leaflet
2020-08-06,2241,leaflet
2020-08-07,2267,leaflet
2020-08-08,1161,leaflet
2020-08-09,1211,leaflet
2020-08-10,2257,leaflet
2020-08-11,2255,leaflet
2020-08-12,2270,leaflet
2020-08-13,2284,leaflet
2020-08-14,1824,leaflet
2020-08-15,1082,leaflet
2020-08-16,1217,leaflet
2020-08-17,2299,leaflet
2020-08-18,2598,leaflet
2020-08-19,2448,leaflet
2020-08-20,2296,leaflet
2020-08-21,1955,leaflet
2020-08-22,1335,leaflet
2020-08-23,1229,leaflet
2020-08-24,2357,leaflet
2020-08-25,2553,leaflet
2020-08-26,2495,leaflet
2020-08-27,2642,leaflet
2020-08-28,2322,leaflet
2020-08-29,1347,leaflet
2020-08-30,1327,leaflet
2020-08-31,2584,leaflet
2020-09-01,2684,leaflet
2020-09-02,2947,leaflet
2020-09-03,2793,leaflet
2020-09-04,2275,leaflet
2020-09-05,1258,leaflet
2020-09-06,1370,leaflet
2020-09-07,2276,leaflet
2020-09-08,2588,leaflet
2020-09-09,2720,leaflet
2020-09-10,2654,leaflet
2020-09-11,2497,leaflet
2020-09-12,1549,leaflet
2020-09-13,1522,leaflet
2020-09-14,2757,leaflet
2020-09-15,2827,leaflet
2020-09-16,2879,leaflet
2020-09-17,2708,leaflet
2020-09-18,2463,leaflet
2020-09-19,1568,leaflet
2020-09-20,1546,leaflet
2020-09-21,2821,leaflet
2020-09-22,2901,leaflet
2020-09-23,3112,leaflet
2020-09-24,2844,leaflet
2020-09-25,2575,leaflet
2020-09-26,1685,leaflet
2020-09-27,1509,leaflet
2020-09-28,2587,leaflet
2020-09-29,2772,leaflet
2020-09-30,3109,leaflet
2020-10-01,2609,leaflet
2020-10-02,2324,leaflet
2020-10-03,1301,leaflet
2020-10-04,1514,leaflet
2020-10-05,3086,leaflet
2020-10-06,2886,leaflet
2020-10-07,3023,leaflet
2020-10-08,3189,leaflet
2020-10-09,2568,leaflet
2020-10-10,1492,leaflet
2020-10-11,1515,leaflet
2020-10-12,2660,leaflet
2020-10-13,2800,leaflet
2020-10-14,3072,leaflet
2020-10-15,2803,leaflet
2020-10-16,2570,leaflet
2020-10-17,1398,leaflet
2020-10-18,1474,leaflet
2020-10-19,3021,leaflet
2020-10-20,3272,leaflet
2020-10-21,2859,leaflet
2020-10-22,2807,leaflet
2020-10-23,2636,leaflet
2020-10-24,1472,leaflet
2020-10-25,1473,leaflet
2020-10-26,2748,leaflet
2020-10-27,3076,leaflet
2020-10-28,2438,leaflet
2020-10-29,2729,leaflet
2020-10-30,2416,leaflet
2020-10-31,1328,leaflet
2020-11-01,1344,leaflet
2020-11-02,2688,leaflet
2020-11-03,2549,leaflet
2020-11-04,2697,leaflet
2020-11-05,2803,leaflet
2020-11-06,2381,leaflet
2020-11-07,1227,leaflet
2020-11-08,1432,leaflet
2020-11-09,3104,leaflet
2020-11-10,2779,leaflet
2020-11-11,2647,leaflet
2020-11-12,2836,leaflet
2020-11-13,2492,leaflet
2020-11-14,1510,leaflet
2020-11-15,1528,leaflet
2020-11-16,2988,leaflet
2020-11-17,2925,leaflet
2020-11-18,2690,leaflet
2020-11-19,2727,leaflet
2020-11-20,2407,leaflet
2020-11-21,1381,leaflet
2020-11-22,1543,leaflet
2020-11-23,2662,leaflet
2020-11-24,2697,leaflet
2020-11-25,2188,leaflet
2020-11-26,2158,leaflet
2020-11-27,2601,leaflet
2020-11-28,1391,leaflet
2020-11-29,1519,leaflet
2020-11-30,2494,leaflet
2020-12-01,2488,leaflet
2020-12-02,2814,leaflet
2020-12-03,2659,leaflet
2020-12-04,2684,leaflet
2020-12-05,1478,leaflet
2020-12-06,1484,leaflet
2020-12-07,2716,leaflet
2020-12-08,2885,leaflet
2020-12-09,2901,leaflet
2020-12-10,3019,leaflet
2020-12-11,2241,leaflet
2020-12-12,1449,leaflet
2020-12-13,1123,leaflet
2020-12-14,2030,leaflet
2020-12-15,2433,leaflet
2020-12-16,2070,leaflet
2020-12-17,2121,leaflet
2020-12-18,1676,leaflet
2020-12-19,1119,leaflet
2020-12-20,1098,leaflet
2020-12-21,2072,leaflet
2020-12-22,1708,leaflet
2020-12-23,1255,leaflet
2020-12-24,899,leaflet
2020-12-25,731,leaflet
2020-12-26,786,leaflet
2020-12-27,803,leaflet
2020-12-28,1527,leaflet
2020-12-29,1460,leaflet
2020-12-30,1324,leaflet
2020-12-31,1382,leaflet
2021-01-01,823,leaflet
2021-01-02,988,leaflet
2021-01-03,1113,leaflet
2021-01-04,2348,leaflet
2021-01-05,2143,leaflet
2021-01-06,2204,leaflet
2021-01-07,3380,leaflet
2021-01-08,3341,leaflet
2021-01-09,1706,leaflet
2021-01-10,1749,leaflet
2021-01-11,3447,leaflet
2021-01-12,3690,leaflet
2021-01-13,3263,leaflet
2021-01-14,3072,leaflet
2021-01-15,2811,leaflet
2021-01-16,1740,leaflet
2021-01-17,2210,leaflet
2021-01-18,3545,leaflet
2021-01-19,3965,leaflet
2021-01-20,3985,leaflet
2021-01-21,4072,leaflet
2021-01-22,3602,leaflet
2021-01-23,2201,leaflet
2021-01-24,2201,leaflet
2021-01-25,3579,leaflet
2021-01-26,3373,leaflet
2021-01-27,3728,leaflet
2021-01-28,3466,leaflet
2021-01-29,3036,leaflet
2021-01-30,2236,leaflet
2021-01-31,2110,leaflet
2021-02-01,3697,leaflet
2021-02-02,4182,leaflet
2021-02-03,3881,leaflet
2021-02-04,3756,leaflet
2021-02-05,3565,leaflet
2021-02-06,2295,leaflet
2021-02-07,2206,leaflet
2021-02-08,3853,leaflet
2021-02-09,3837,leaflet
2021-02-10,3651,leaflet
2021-02-11,3322,leaflet
2021-02-12,2983,leaflet
2021-02-13,2111,leaflet
2021-02-14,2275,leaflet
2021-02-15,3742,leaflet
2021-02-16,3499,leaflet
2021-02-17,3653,leaflet
2021-02-18,3938,leaflet
2021-02-19,3758,leaflet
2021-02-20,2375,leaflet
2021-02-21,2620,leaflet
2021-02-22,3963,leaflet
2021-02-23,3960,leaflet
2021-02-24,3975,leaflet
2021-02-25,4160,leaflet
2021-02-26,3603,leaflet
2021-02-27,2609,leaflet
2021-02-28,2518,leaflet
2021-03-01,4281,leaflet
2021-03-02,4420,leaflet
2021-03-03,4219,leaflet
2021-03-04,4251,leaflet
2021-03-05,4085,leaflet
2021-03-06,2740,leaflet
2021-03-07,2753,leaflet
2021-03-08,4035,leaflet
2021-03-09,4053,leaflet
2021-03-10,4538,leaflet
2021-03-11,4616,leaflet
2021-03-12,3941,leaflet
2021-03-13,2807,leaflet
2021-03-14,2569,leaflet
2021-03-15,4622,leaflet
2021-03-16,4478,leaflet
2021-03-17,4140,leaflet
2021-03-18,4126,leaflet
2021-03-19,3566,leaflet
2021-03-20,2469,leaflet
2021-03-21,2412,leaflet
2021-03-22,4539,leaflet
2021-03-23,4357,leaflet
2021-03-24,4085,leaflet
2021-03-25,4973,leaflet
2021-03-26,3690,leaflet
2021-03-27,2366,leaflet
2021-03-28,2387,leaflet
2021-03-29,3734,leaflet
2021-03-30,3897,leaflet
2021-03-31,3804,leaflet
2021-04-01,3594,leaflet
2021-04-02,2821,leaflet
2021-04-03,1740,leaflet
2021-04-04,1122,leaflet
2021-04-05,2120,leaflet
2021-04-06,2818,leaflet
2021-04-07,3309,leaflet
2021-04-08,3419,leaflet
2021-04-09,2726,leaflet
2021-04-10,1620,leaflet
2021-04-11,1775,leaflet
2021-04-12,3445,leaflet
2021-04-13,3398,leaflet
2021-04-14,3307,leaflet
2021-04-15,3102,leaflet
2021-04-16,2624,leaflet
2021-04-17,1431,leaflet
2021-04-18,1492,leaflet
2021-04-19,2480,leaflet
2021-04-20,3050,leaflet
2021-04-21,2906,leaflet
2021-04-22,3160,leaflet
2021-04-23,2488,leaflet
2021-04-24,1730,leaflet
2021-04-25,1704,leaflet
2021-04-26,2799,leaflet
2021-04-27,2942,leaflet
2021-04-28,3056,leaflet
2021-04-29,3191,leaflet
2021-04-30,2510,leaflet
2021-05-01,1540,leaflet
2021-05-02,1275,leaflet
2021-05-03,2631,leaflet
2021-05-04,2859,leaflet
2021-05-05,2720,leaflet
2021-05-06,2883,leaflet
2021-05-07,2256,leaflet
2021-05-08,1371,leaflet
2021-05-09,1314,leaflet
2021-05-10,2659,leaflet
2021-05-11,2592,leaflet
2021-05-12,2678,leaflet
2021-05-13,2376,leaflet
2021-05-14,2288,leaflet
2021-05-15,1457,leaflet
2021-05-16,1498,leaflet
2021-05-17,3142,leaflet
2021-05-18,3326,leaflet
2021-05-19,3134,leaflet
2021-05-20,2866,leaflet
2021-05-21,2511,leaflet
2021-05-22,1386,leaflet
2021-05-23,1344,leaflet
2021-05-24,2205,leaflet
2021-05-25,2709,leaflet
2021-05-26,2629,leaflet
2021-05-27,2332,leaflet
2021-05-28,2514,leaflet
2021-05-29,1268,leaflet
2021-05-30,1395,leaflet
2021-05-31,2339,leaflet
2021-06-01,2493,leaflet
2021-06-02,2691,leaflet
2021-06-03,2314,leaflet
2021-06-04,2231,leaflet
2021-06-05,1397,leaflet
2021-06-06,1409,leaflet
2021-06-07,2368,leaflet
2021-06-08,2619,leaflet
2021-06-09,2593,leaflet
2021-06-10,2580,leaflet
2021-06-11,2294,leaflet
2021-06-12,1225,leaflet
2021-06-13,1142,leaflet
2021-06-14,2313,leaflet
2021-06-15,2475,leaflet
2021-06-16,2384,leaflet
2021-06-17,2331,leaflet
2021-06-18,2027,leaflet
2021-06-19,1168,leaflet
2021-06-20,1250,leaflet
2021-06-21,2340,leaflet
2021-06-22,3760,leaflet
2021-06-23,2415,leaflet
2021-06-24,2572,leaflet
2021-06-25,2178,leaflet
2021-06-26,1463,leaflet
2021-06-27,1325,leaflet
2021-06-28,2325,leaflet
2021-06-29,2532,leaflet
2021-06-30,2343,leaflet
2021-07-01,2251,leaflet
2021-07-02,2038,leaflet
2021-07-03,1187,leaflet
2021-07-04,1137,leaflet
2021-07-05,2046,leaflet
2021-07-06,2388,leaflet
2021-07-07,2463,leaflet
2021-07-08,2522,leaflet
2021-07-09,2196,leaflet
2021-07-10,1214,leaflet
2021-07-11,1284,leaflet
2021-07-12,2478,leaflet
2021-07-13,2587,leaflet
2021-07-14,2620,leaflet
2021-07-15,2480,leaflet
2021-07-16,2356,leaflet
2021-07-17,1277,leaflet
2021-07-18,1270,leaflet
2021-07-19,2338,leaflet
2021-07-20,2380,leaflet
2021-07-21,2510,leaflet
2021-07-22,2311,leaflet
2021-07-23,1830,leaflet
2021-07-24,1287,leaflet
2021-07-25,1027,leaflet
2021-07-26,2322,leaflet
2021-07-27,2114,leaflet
2021-07-28,2109,leaflet
2021-07-29,2051,leaflet
2021-07-30,1857,leaflet
2021-07-31,1324,leaflet
2021-08-01,1114,leaflet
2021-08-02,1835,leaflet
2021-08-03,2112,leaflet
2021-08-04,2075,leaflet
2021-08-05,2048,leaflet
2021-08-06,1951,leaflet
2021-08-07,1207,leaflet
2021-08-08,1121,leaflet
2021-08-09,2114,leaflet
2021-08-10,2156,leaflet
2021-08-11,2189,leaflet
2021-08-12,2059,leaflet
2021-08-13,1829,leaflet
2021-08-14,1194,leaflet
2021-08-15,1025,leaflet
2021-08-16,1981,leaflet
2021-08-17,2176,leaflet
2021-08-18,2222,leaflet
2021-08-19,2364,leaflet
2021-08-20,2095,leaflet
2021-08-21,1273,leaflet
2021-08-22,1167,leaflet
2021-08-23,2450,leaflet
2021-08-24,2444,leaflet
2021-08-25,2329,leaflet
2021-08-26,2501,leaflet
2021-08-27,2161,leaflet
2021-08-28,1493,leaflet
2021-08-29,1311,leaflet
2021-08-30,2619,leaflet
2021-08-31,2932,leaflet
2021-09-01,2907,leaflet
2021-09-02,2663,leaflet
2021-09-03,2231,leaflet
2021-09-04,1389,leaflet
2021-09-05,1248,leaflet
2021-09-06,2307,leaflet
2021-09-07,2581,leaflet
2021-09-08,2911,leaflet
2021-09-09,3272,leaflet
2021-09-10,2501,leaflet
2021-09-11,1300,leaflet
2021-09-12,1502,leaflet
2021-09-13,2854,leaflet
2021-09-14,2885,leaflet
2021-09-15,2887,leaflet
2021-09-16,3087,leaflet
2021-09-17,2620,leaflet
2021-09-18,1729,leaflet
2021-09-19,1574,leaflet
2021-09-20,3027,leaflet
2021-09-21,3247,leaflet
2021-09-22,3091,leaflet
2021-09-23,3179,leaflet
2021-09-24,2948,leaflet
2021-09-25,1773,leaflet
2021-09-26,1825,leaflet
2021-09-27,3511,leaflet
2021-09-28,3541,leaflet
2021-09-29,3598,leaflet
2021-09-30,3432,leaflet
2021-10-01,2941,leaflet
2021-10-02,1794,leaflet
2021-10-03,1767,leaflet
2021-10-04,3375,leaflet
2021-10-05,3328,leaflet
2021-10-06,3310,leaflet
2021-10-07,3450,leaflet
2021-10-08,2950,leaflet
2021-10-09,2029,leaflet
2021-10-10,1800,leaflet
2021-10-11,3254,leaflet
2021-10-12,4250,leaflet
2021-10-13,4826,leaflet
2021-10-14,4166,leaflet
2021-10-15,3794,leaflet
2021-10-16,2712,leaflet
2021-10-17,2923,leaflet
2021-10-18,4167,leaflet
2021-10-19,4368,leaflet
2021-10-20,4386,leaflet
2021-10-21,4490,leaflet
2021-10-22,3937,leaflet
2021-10-23,2895,leaflet
2021-10-24,2983,leaflet
2021-10-25,4614,leaflet
2021-10-26,4654,leaflet
2021-10-27,4395,leaflet
2021-10-28,4691,leaflet
2021-10-29,4055,leaflet
2021-10-30,2794,leaflet
2021-10-31,2894,leaflet
2021-11-01,4288,leaflet
2021-11-02,4420,leaflet
2021-11-03,4558,leaflet
2021-11-04,4323,leaflet
2021-11-05,3950,leaflet
2021-11-06,2963,leaflet
2021-11-07,3063,leaflet
2021-11-08,4640,leaflet
2021-11-09,4515,leaflet
2021-11-10,4542,leaflet
2021-11-11,4256,leaflet
2021-11-12,4011,leaflet
2021-11-13,3069,leaflet
2021-11-14,3161,leaflet
2021-11-15,4656,leaflet
2021-11-16,4566,leaflet
2021-11-17,4614,leaflet
2021-11-18,4583,leaflet
2021-11-19,4123,leaflet
2021-11-20,3058,leaflet
2021-11-21,3103,leaflet
2021-11-22,4414,leaflet
2021-11-23,4589,leaflet
2021-11-24,4392,leaflet
2021-11-25,4261,leaflet
2021-11-26,3569,leaflet
2021-11-27,3024,leaflet
2021-11-28,2793,leaflet
2021-11-29,4678,leaflet
2021-11-30,5268,leaflet
2021-12-01,4853,leaflet
2021-12-02,4480,leaflet
2021-12-03,3440,leaflet
2021-12-04,1662,leaflet
2021-12-05,1647,leaflet
2021-12-06,2835,leaflet
2021-12-07,2881,leaflet
2021-12-08,2768,leaflet
2021-12-09,3114,leaflet
2021-12-10,2634,leaflet
